country,iso3,who_region,month_start,month_lab,cases,deaths
Ukraine,UKR,EURO,2023-08-01,Aug 2023,0,0
Ukraine,UKR,EURO,2023-09-01,Sep 2023,0,0
Ukraine,UKR,EURO,2023-10-01,Oct 2023,0,0
Ukraine,UKR,EURO,2023-11-01,Nov 2023,0,0
Ukraine,UKR,EURO,2023-12-01,Dec 2023,0,0
Ukraine,UKR,EURO,2024-01-01,Jan 2024,0,0
Ukraine,UKR,EURO,2024-02-01,Feb 2024,0,0
Ukraine,UKR,EURO,2024-03-01,Mar 2024,0,0
Ukraine,UKR,EURO,2024-04-01,Apr 2024,0,0
Ukraine,UKR,EURO,2024-05-01,May 2024,0,0
Ukraine,UKR,EURO,2024-06-01,Jun 2024,0,0
Ukraine,UKR,EURO,2024-07-01,Jul 2024,0,0
United Arab Emirates,ARE,EMRO,2022-05-01,May 2022,4,0
United Arab Emirates,ARE,EMRO,2022-06-01,Jun 2022,9,0
United Arab Emirates,ARE,EMRO,2022-07-01,Jul 2022,3,0
United Arab Emirates,ARE,EMRO,2023-01-01,Jan 2023,2,0
United Arab Emirates,ARE,EMRO,2023-02-01,Feb 2023,1,0
United Arab Emirates,ARE,EMRO,2023-03-01,Mar 2023,1,0
United Arab Emirates,ARE,EMRO,2023-04-01,Apr 2023,1,0
United Arab Emirates,ARE,EMRO,2023-05-01,May 2023,1,0
United Arab Emirates,ARE,EMRO,2023-08-01,Aug 2023,1,0
United Arab Emirates,ARE,EMRO,2023-10-01,Oct 2023,1,0
United Arab Emirates,ARE,EMRO,2023-12-01,Dec 2023,1,0
United Arab Emirates,ARE,EMRO,2024-01-01,Jan 2024,1,0
United Arab Emirates,ARE,EMRO,2024-03-01,Mar 2024,1,0
United Arab Emirates,ARE,EMRO,2024-04-01,Apr 2024,1,0
United States of America,USA,AMRO,2022-04-01,Apr 2022,1,0
United States of America,USA,AMRO,2022-05-01,May 2022,83,0
United States of America,USA,AMRO,2022-06-01,Jun 2022,1312,0
United States of America,USA,AMRO,2022-07-01,Jul 2022,8461,7
United States of America,USA,AMRO,2022-08-01,Aug 2022,12970,22
United States of America,USA,AMRO,2022-09-01,Sep 2022,4413,12
United States of America,USA,AMRO,2022-10-01,Oct 2022,1704,8
United States of America,USA,AMRO,2022-11-01,Nov 2022,857,3
United States of America,USA,AMRO,2022-12-01,Dec 2022,284,0
United States of America,USA,AMRO,2023-01-01,Jan 2023,193,2
United States of America,USA,AMRO,2023-02-01,Feb 2023,64,1
United States of America,USA,AMRO,2023-03-01,Mar 2023,49,0
United States of America,USA,AMRO,2023-04-01,Apr 2023,41,0
United States of America,USA,AMRO,2023-05-01,May 2023,107,0
United States of America,USA,AMRO,2023-06-01,Jun 2023,112,0
United States of America,USA,AMRO,2023-07-01,Jul 2023,113,0
United States of America,USA,AMRO,2023-08-01,Aug 2023,112,0
United States of America,USA,AMRO,2023-09-01,Sep 2023,134,0
United States of America,USA,AMRO,2023-10-01,Oct 2023,297,1
United States of America,USA,AMRO,2023-11-01,Nov 2023,268,2
United States of America,USA,AMRO,2023-12-01,Dec 2023,234,1
United States of America,USA,AMRO,2024-01-01,Jan 2024,300,1
United States of America,USA,AMRO,2024-02-01,Feb 2024,258,0
United States of America,USA,AMRO,2024-03-01,Mar 2024,276,0
United States of America,USA,AMRO,2024-04-01,Apr 2024,309,0
United States of America,USA,AMRO,2024-05-01,May 2024,205,0
United States of America,USA,AMRO,2024-06-01,Jun 2024,199,0
United States of America,USA,AMRO,2024-07-01,Jul 2024,200,0
Uruguay,URY,AMRO,2022-07-01,Jul 2022,1,0
Uruguay,URY,AMRO,2022-08-01,Aug 2022,3,0
Uruguay,URY,AMRO,2022-09-01,Sep 2022,4,0
Uruguay,URY,AMRO,2022-10-01,Oct 2022,5,0
Uruguay,URY,AMRO,2022-11-01,Nov 2022,1,0
Uruguay,URY,AMRO,2022-12-01,Dec 2022,5,0
Uruguay,URY,AMRO,2023-01-01,Jan 2023,0,0
Uruguay,URY,AMRO,2023-02-01,Feb 2023,0,0
Uruguay,URY,AMRO,2023-03-01,Mar 2023,0,0
Uruguay,URY,AMRO,2023-04-01,Apr 2023,0,0
Uruguay,URY,AMRO,2023-05-01,May 2023,0,0
Uruguay,URY,AMRO,2023-06-01,Jun 2023,0,0
Uruguay,URY,AMRO,2023-07-01,Jul 2023,0,0
Uruguay,URY,AMRO,2023-08-01,Aug 2023,0,0
Uruguay,URY,AMRO,2023-09-01,Sep 2023,0,0
Uruguay,URY,AMRO,2023-10-01,Oct 2023,0,0
Uruguay,URY,AMRO,2023-11-01,Nov 2023,0,0
Uruguay,URY,AMRO,2023-12-01,Dec 2023,0,0
Uruguay,URY,AMRO,2024-01-01,Jan 2024,0,0
Uruguay,URY,AMRO,2024-02-01,Feb 2024,0,0
Uruguay,URY,AMRO,2024-03-01,Mar 2024,0,0
Uruguay,URY,AMRO,2024-04-01,Apr 2024,0,0
Uruguay,URY,AMRO,2024-05-01,May 2024,0,0
Uruguay,URY,AMRO,2024-06-01,Jun 2024,0,0
Uruguay,URY,AMRO,2024-07-01,Jul 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-06-01,Jun 2022,1,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-07-01,Jul 2022,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-08-01,Aug 2022,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-09-01,Sep 2022,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-10-01,Oct 2022,5,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-11-01,Nov 2022,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2022-12-01,Dec 2022,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-01-01,Jan 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-02-01,Feb 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-03-01,Mar 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-04-01,Apr 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-05-01,May 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-06-01,Jun 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-07-01,Jul 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-08-01,Aug 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-09-01,Sep 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-10-01,Oct 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-11-01,Nov 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2023-12-01,Dec 2023,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-01-01,Jan 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-02-01,Feb 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-03-01,Mar 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-04-01,Apr 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-05-01,May 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-06-01,Jun 2024,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,2024-07-01,Jul 2024,0,0
Viet Nam,VNM,WPRO,2022-10-01,Oct 2022,2,0
Viet Nam,VNM,WPRO,2023-07-01,Jul 2023,1,0
Viet Nam,VNM,WPRO,2023-09-01,Sep 2023,2,0
Viet Nam,VNM,WPRO,2023-10-01,Oct 2023,40,1
Viet Nam,VNM,WPRO,2023-11-01,Nov 2023,47,1
Viet Nam,VNM,WPRO,2023-12-01,Dec 2023,29,4
Viet Nam,VNM,WPRO,2024-01-01,Jan 2024,21,0
Viet Nam,VNM,WPRO,2024-02-01,Feb 2024,5,0
Viet Nam,VNM,WPRO,2024-03-01,Mar 2024,22,2
Viet Nam,VNM,WPRO,2024-05-01,May 2024,27,0
Viet Nam,VNM,WPRO,2024-06-01,Jun 2024,6,0
